Company Name,Ticker,Cash Flow ,Net Margin,Book Value,Long Term Debt ,Current Liabilities ,Current Assets ,Current Ratio,Debt/Equity Ratio,Last Qtr EPS,12 Mo Trailing EPS,EBITDA ,EBIT ,Annual Sales,Dividend ,Market Value/# Analysts,Current ROA (TTM),ROA (5 Yr Avg),52 Week High,Market Cap ,Div. Yield %,PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,P/E (Trailing 12 Months),Shares Outstanding ,Current ROE (TTM),Current ROI (TTM),ROI (5 Yr Avg),Operating Margin 12 Mo,Avg Volume
"Sycamore Entertainment Group Inc.","SEGI","","","","","","","","","","","","","","0","","","","0",".09","0","","","","","","222.25","","","","","28515430"
"SEGRO PLC REIT","SEGXF","","","","","","","","","","","","","431.16","0","4137.07373","","","8.95","8274.15","0","","","","","","1002.93","","","","","76.4"
"Stadium Entertainment Holdings Inc.","SEHI","","","","","","","","","","","","","","0","","","","0",".21","0","","","","","","300","","","","","19759.1"
"SEI Investments Company","SEIC","452.86898",".26","10.14","30","275.04","1139.80004","5.46","0",".75","2.82","633.39001","557.80999","1526.55",".57999","3156.38476","24.81","21.26899","77.7","9469.15",".99","1.61","21","5.95","5.9","21.41","156.83","29.98","29.55","25.547","28.56","663847"
"Cleantech Solutions International, Inc.","SEII","-8.53601","-.95","8.82","0","9.38","22.92","2.95","0","-1.65","","-8.02001","-12.29","13.52","0","","-30.9","-2.38101","9.38","22.42","0","","",".34","2.17","","7.38","-35.08","-35.08","-2.6878","-220.89","30008.35"
"Seiko Epson Corp.","SEKEY","863.09997",".04","6.06","1242.55004","3032.51","6012.33984","1.98","",".13",".56","1094.39001","624.14001","10367",".19469","6997.60888","4.27","7.3635","12.86","6997.61","2.22","1.76","8.11","1.44",".67","15.63","799.27","8.52","7.07","12.807","3.8","21861.7"
"Selecta Biosciences, Inc.","SELB","-64.34101","-315.56","1.08","21.04","10.97","98.68","4.96",".87","-.84","-3.09","-63.14","-64.12001",".21","0","284.42919","-73.66","","23.38","284.43","0","","","11.72","1374.05","","22.4","-150.84","-103.21","","-31556.04","85315.8"
"Global Self Storage, Inc.","SELF","1.59399","-.02","4.94","0","21.37","2.34999",".11","0",".07",".22","2.48",".74","7.47",".25999","",".51","","5.12","31.08","6.44","","19.31",".82","3.95","18.36","7.69",".79",".79","","3.87","9328.65"
"Select Medical Holdings Corporation","SEM","300.651",".04","7.47","2677.70996","605.40002","920.82","1.62","3.35",".31","1.05","528.29998","357.16","4443.6","0","864.15014","2.84","3.16459","21.6","2592.45","0","1.34","8.52","2.56",".54","18.07","135.38","16.9","3.41","3.9147","3.31","749018.94"
"Semgroup Corporation","SEMG","147.49","-.01","20.05","2853.09008","766.55999","902.89001","1.13","1.6",".12",".4","248.11","83.47","2081.92","1.79999","968.22778",".75","2.0868","30.8","1936.46","7.71","96.08","13.07","1.22",".8","61.25","79.04","2.44",".87","2.67799","1.66","738900.38"
"SendGrid, Inc.","SEND","7.807","-.06","4.19","11.09","21.85","190.33999","10.83",".05",".05","","3.33999","-6.07001","111.89","0","289.91876","","","32.42","1449.59","0","","163.28","7.46","","","46.39","","","","","969888.19"
"Seneca Foods Corp.","SENEA","27.783","-.01","41.21","450.01998","194.35","778.01","3.77",".88","-1.27","-.63","26.29","-5.25","1314.77","0","","-.55","1.9844","36.5","310.83","0","","11.18",".77",".22","","9.74","-1.44","-.71","3.12509","-.42","20226.45"
"Strategic Environmental & Energy Resources, Inc.","SENR","-4.68401","-.26","-.07",".5","6.46999","1.26999",".26","-.11","-.02","-.07","-3.26","-4.71001","8.43","0","","-127.86","-36.76301",".77","11.64","0","","","","1.52","","56.8","","","-98.28801","-73.58","14812.4"
"Senseonics Holdings, Inc.","SENS","-58.88101","-9.27",".77","14.40999","23.13999","44.90999","8.29",".42","-.16","-.57","-55.79001","-56.01","6.37","0","258.3233","-79.71","-347.047","4.98","516.65","0","","","4.89","44.63","","137.41","-256.38","-128.58","-270.366","-675.83","1684167.63"
"Sauer Energy Inc.","SENY","-1.48001","",".01","0",".14",".00345",".01","0","0","-.05","-1.04","-1.15","","0","","-112.85","",".1","2.23","0","","","2.73","","","89.15","-135.6","-135.6","","","168620.16"
"Stora Enso Oyj","SEOAY","1363.48596",".06","8.68","2312.59008","3349.07006","3770.67993","1.13","",".37","1.32","1646.83996","1064.73999","11347.08",".3172","6423.30224","7.66","4.71909","21.35","12846.6","2.48","1.03","9.42","1.88","1.06","12.34","788.62","14.96","11.1","6.7705","8.43","65442.4"
"Sernova Corp.","SEOVF","-1.989","",".02","0",".68","3.28999","6.23","","-.01","-.01","-1.98001","-2.01","","0","","-75.76","-44.135",".39","25.23","0","","","10.01","","","159.97","-92.89","-92.89","-48.835","","11544.7"
"Spectra Energy Partners, LP","SEP","1889",".31","24.75","7963","1105","561",".55",".64",".79","3.88","1325","987","1950","2.82999","6077.28759","7.72","6.12799","45.49","18231.86","8.13","","6.35","1.52","6.63","9.69","484.89","13.94","8.68","6.75349","","830676.5"
"SuperGroup PLC Unsponsored ADR","SEPGY","136.115",".06","","0","170.88","439.95001","","","","","131.77","83.41","1166.71",".35784","","","","28.66","1273.41","3.36","","9.32","","","","81.63","","","","","15.5"
"SPECTRIS PLC","SEPJY","396.82",".15","6.51","267.94","416.41","870.19","2.09","","","","461.25","367.04","1966.19",".30388","1881.6853","","","20.11","3763.37","2.75","","9.5","2.43","","","238.19","","","","","18.3"
"ServiceMaster Global Holdings, Inc.","SERV","394",".18","9.94","2643","1174","1242","1.03","1.99",".79","2.31","628","520","2912","0","1041.42431","5.66","3.8499","61.84","8331.39","0","2.13","21.06","6.19","2.77","26.61","135.56","27.27","8.23","5.9882","10.43","796956.75"
"SES Solar Inc.","SESI","","","","","","","","","","","","","","0","","","",".01",".18","0","","","","","","72.98","","","","","500"
"Eleven Biotherapeutics, Inc.","SESN","-28.74901","-68.28","1.32","0","4.71999","14.97999","14.07","0","-.16","-.86","-28.74","-29.02001",".43","0","43.0671","-32.53","-88.433","3.29","86.13","0","","","1.34","","","48.39","-92.92","-92.92","-152.73801","","708359.44"
"Signature Eyewear Inc.","SEYE","","","","","","","","","","","","","","0","","","",".04",".08","0","","","","","","6.96","","","","","4000"
"Stifel Financial Corporation","SF","475.44299",".06","39.39","2317.13989","16205.23046","11233.95019",".7",".93","1.22","4.73","421.58999","269.52999","2926.43",".2","3856.8496","1.79","1.77339","67.97","3856.85",".89",".87","7.8","1.38","1.28","11.45","71.2","13.91","7.32","6.04279","12.75","387625.94"
"Santa Fe Financial Corp.","SFEF","2.19","","-65.45","130.35","17.39999","20.28","1.08","",".22","","10.51","7.34999","54.67","0","","-6.85","-2.87561","36","42.78","0","","19.53","",".77","","1.24","","-9.27","-3.8913","-8.32","6.55"
"Santa Fe Gold Corp.","SFEG","2.55999","","","0","15.23999",".98","","","0","","3.51999","3.33999",".01","0","","","-135.767",".19","26.37","0","","9.88","","","","281.78","","","-502.37601","","53606.75"
"Sports Field Holdings, Inc.","SFHI","-1.836","-.26","-.33",".75","5.38",".88999",".1","","-.03","-.11","-1.55","-1.58001","7.05","0","","-197.71","-646.97901",".5","3.42","0","","","",".51","","18.48","","","","-28.56","12176.7"
"Stitch Fix, Inc.","SFIX","7.05999","","2.94","0","133.91","197.75999","2.69","",".09","","20.45","12.8","977.13","0","460.25445","7.09","","34.43","3221.78","0","10.82","","11.21","2.76","","97.87","15.39","13.63","","2.16","1869892"
"Ship Finance International Limited","SFL","209.934",".27","11.6","1190.18005","343.73999","317.69",".66","",".24","1.09","287.51998","191.61","380.88","1.6","598.73083","3.48","4.70469","15.9","1796.19","9.56","","7.08","1.26","4.77","13.44","122.61","9.27","4.59","5.48769","28.27","624739.63"
"Shutterfly, Inc.","SFLY","155.19799",".03","16.27","292.45001","572.41998","802.63","1.72","2.01",".38","2.03","182.44","63.06999","1190.2","0","1236.18359","4.63","1.19809","97.47","2472.37","0","1.07","15.64","4.54","1.73","36.42","33.44","13.03","7.26","1.86479","4.79","946031.38"
"Sprouts Farmers Market, Inc.","SFM","236.94799",".03","4.73","473.48001","299.70999","299.5","1.04",".96",".32","1.21","323.88","226.67999","4664.61","0","308.05889","9.98","8.5822","28.02","3080.59","0","1.55","13.61","5.12",".62","20.03","127.09","25.56","14.18","11.40499","3.24","1754005"
"Smart","SFS","306.42098","-.03","5.4","617.85998","463.36999","448.64001",".97","1.52",".16",".44","153.8","-126.48001","4570.56","0","178.40965","1.35","2.7523","9.7","535.23","0","2.21","1.68","1.31",".11","21.36","75.92","5.62","2.34","4.3333",".53","486894.75"
"Safestore Holdings PLC","SFSHF","","","","","","","","","","","","","161.58","0","756.03961","","","7.2","1512.08","0","","","","","","210.01","","","","","193.2"
"Softbank Corp.","SFTBY","21757.27929",".11","26.83","113127.79687","48610.3789","53232.96875","1.17","",".07","4.03","24668.30078","10972.48046","82703.65",".13516","","3.74","3.50139","46.91","99199.07",".3","","4.61","1.7","1.2","11.3","2179","18.44","5.87","5.44579","11.12","527398.44"
"Fang Holdings Limited","SFUN","34.312",".05","1.68","405.45999","581.80999","748.40997","1.13","","0",".05","87.25","59.29","444.3","0","597.94201",".81","5.92659","5.58","1195.88","0","","34.85","1.61","3.01","90","442.92","2.24","1.47","10.75199","3.93","978988.19"
"Saga Communications, Inc.","SGA","24.075",".46","30.79","25","20.89999","76.16999","5.03",".14",".7","2.34","23.52","17.21999","118.15","1.2","","5.43","7.18699","46.25","216.85","3.28","","9.02","1.19","1.78","15.64","5.93","7.72","6.77","9.14509","11.29","4163.9"
"Singapore Telecommunications Ltd.","SGAPY","4448.57421","","13.35","5819.39013","6701.08984","4276.56982",".7","","3.37","1.67","5151.83007","3533.78002","12078.88","1.25329","","7.62","8.8001","28.2","36892.02","6.7","","8.3","1.69","2.91","13.53","1632.39","12.7","9.78","11.255","21.25","37012.45"
"SES S.A.","SGBAF","1399.91894",".29","20.75","3858.6101","1776.38","1213.36999",".68","","","","1417.93994","691.39001","2298.79","0","6659.6997","","","23.4","6659.7","0","-2.55","4.76",".96","","","332.98","","","","","2481.2"
"SG Blocks, Inc.","SGBX","-3.92001","-.89","2.28","0","3.81999","8.14999","2","0","-.29","","-3.59","-4.18","5.06","0","","-29.51","-231.088","6.37","17.04","0","","","1.76","2.33","","4.26","-36.89","-36.89","","-56.19","17056.55"
"Seattle Genetics, Inc.","SGEN","-100.77","-.26","8.71","0","167.11999","577.05999","3.9","0","-.18","-1.39","-134.12","-158.88001","482.25","0","1693.16577","-17.56","-18.025","74.64","11852.16","0","","","8.57","20.59","","158.79","-21.01","-21.01","-28.98101","-36.48","802256.88"
"SMART Global Holdings, Inc.","SGH","74.535","-.06","7.46","154.44999","239.86999","346.98001","1.61",".82","1.84","5.41","72.76999","31.30999","132.88","0","225.68261","21.43","","54.45","677.05","0","","8.43","4.07",".6","5.95","22.31","94.82","43.55","","10.3","536677.13"
"Shanghai Industrial Holdings Ltd.","SGHIY","551.83697",".11","83.74","5262.5","6352.97021","12637.45019","1.99","","","","1327.53002","1433.64001","3785.4","1.139","","","","30.77","2473.7","5.2","","4.48",".27","","","108.71","","","","","26.85"
"Sigma Labs, Inc.","SGLB","-3.938","-7.13",".5","0",".37999","2.65","6.63","0","-.25","-1.06","-3.77","-4.41",".64","0","","-136.61","-97.835","3.5","8.17","0","","","1.98","20.31","","8.25","-168.04","-168.04","-112.32","-1294.78","56742.6"
"Bingo.com Ltd.","SGLDF","-1.73791","-18.51",".02","0",".2",".54","13.91","0","-.02","-.05","-1.76591","-1.77",".09","0","","-211.82","-256.31901",".6","32.61","0","","","22.65","379.23","","72.47","-396.1","-256.96","-401.20099","-3189.53","208.55"
"SigmaTron International, Inc.","SGMA","12.71","-.01","13.95","41.06999","59.36999","120.01999","2.02","",".48",".75","6.76","-2.77","278.13","0","","1.97","1.3229","10.57","29.61","0","","2.32",".5",".11","9.33","4.23","5.14","3.17","2.07159","1.14","9775.7"
"Sugarmade Inc.","SGMD","-4.674","","-.03","0","6.23999",".98",".41","","0","","-4.32001","-4.36001","4.1","0","","-1014.67","-660.06501",".41","24.86","0","","","","3.87","","248.57","","","","-208.79","470210.19"
"Sangamo Therapeutics, Inc.","SGMO","-53.74801","-1.49","3.81","24.72999","44.84999","248.38999","7.24",".07","-.17","-.7","-53.74001","-54.56001","36.57","0","312.13922","-17","-22.65201","26.35","1560.7","0","","","4.02","26.48","","101.67","-26.37","-24.3","-26.959","-105.65","2233254.25"
"Scientific Games Corp","SGMS","484.15899","-.08","-24.81","8736.2998","739.79998","1876.40002","1.92","-3.9","-.06","-1.57","1064.69995","381.89999","3083.6","0","675.40222","-1.87","-2.8507","62.05","2701.61","0","","5.47","",".83","","91.43","","-2.17","-3.3572","-4.34","2279634.5"
"SGOCO Group, Ltd","SGOC","-8.504","-219.8","7.21","0","3.38","5.69999","1.69","","","","-9.17001","-11.88001",".05","0","","","","1.48","11.43","0","","",".14","","","11.63","","","","","10429.75"
"Sage Group PLC","SGPYY","487.91598",".17","6.05","1158.40002","1309.21997","906.19",".75","","","","542.42999","468.92999","2173.46",".63714","4723.86865","","","47.12","9447.74","1.47","1.95","19.32","5.76","","","270.86","","","","","4447.95"
"SouthGobi Resources Ltd.","SGQRF",".5","-.33",".04",".34","244.47","78.15",".32","","-.1","-.16","14.02","-15.33","120.97","0","","-16.61","-24.95101",".19","27.27","0","","54.53","2.59",".27","","272.68","-249.59","-67.63","-34.67201","-42.44","253.5"
"SPAR Group, Inc.","SGRP","3.038","-.01","1.38",".1","32.31999","46.81999","1.72","",".01",".07","6.59999","4.48","181.38","0","","2.13","3.5429","1.98","26.53","0","","8.7",".93",".14","18.36","20.65","4.93","4.53","5.92369",".66","40478.85"
"Surgery Partners, Inc.","SGRY","15.68799","-.04","25.65","2130.55004","303","563.21997","1.59","1.69","-.18","-.49","255.96","199.94","1341.22","0","846.00457","-.48","-.61138","19.8","846","0","","53.78",".67",".52","","48.9","-1.67","-.54","-.70009","-1.35","380898.84"
"Stonepath Group Inc.","SGRZ","","","","","","","","","","","","","","0","","","","0","0","0","","","","","","47.58","","","","","100"
"Mantra Venture Group, Ltd.","SGSI","-6.82101","","-.01","0","9.96","2.09999",".22","","0","-.05","-6.61001","-6.66","1.07","0","","-102.06","",".02","1.96","0","","","","","","301.4","","","","","3968247.5"
"SGS SA","SGSOY","1017.06402",".1","2.67","2124.06005","1606.77001","3191.17993","1.99","","","","1236.81994","922.78997","6450.23",".41183","19716.03906","","","27.4","19716.04","1.8","","19.38","9.68","","","763.3","","","","","17554.6"
"Suggestion Box Inc.","SGTB","","","","","","","","","","","","","","0","","","",".04",".06","0","","","","","","49.6","","","","","1755"
"Shengtai Pharmaceutical Inc.","SGTI","","","","","","","","","","","","","","0","","","",".1",".58","0","","","","","","9.59","","","","","640"
"Soligen Technologies Inc.","SGTN","","","","","","","","","","","","","","0","","","",".05","1.54","0","","","","","","38.47","","","","","285643.91"
"Surgutneftegaz OAO","SGTZY","224.98899","","","0","3185.97998","12224.08007","","","","","206.36999","-950.43","18338.83",".05299","","","","5.45","14669.09","1.28","","65.2","","","","3572.6","","","","","142333.09"
"Star Gas Partners, L.P.","SGU","56.06",".02","6.39","65.70999","272.32998","241.24","1.1",".28","-.15",".75","83.19999","54.04","1323.56",".425","","6.2","5.1661","11.35","515.23","4.87","","9.62","1.51",".32","12.87","53.39","14.21","11.73","9.1967","2.93","40478.35"
"Synergy Pharmaceuticals, Inc.","SGYP","-227.178","-13.34","-.26","115.95999","38.13999","165.16","2.83","-1.82","-.12","-.67","-217.56","-219.06","16.82","0","226.90994","-115.03","-118.029","3.46","453.82","0","","","","12.88","","247.99","-652.66","-176.51","-155.64301","-441.91","2573735.5"
"Shaftesbury PLC","SHABF","","","","","","","","","","","","","151.3","0","1843.73999","","","13.8","3687.48","0","","","","","","307.29","","","","","50"
"Shake Shack, Inc.","SHAK","42.73099","0","6.92","0","34.02","93.19","2.63","0",".29",".69","183.63","161.92999","358.81","0","308.26495","4.66","5.85389","69.22","2157.85","0","4.25","50.15","8.41","5.31","84.45","37.03","10.39","10.39","15.18599","6.05","1107458"
"Shangri-La Asia Ltd.","SHALY","486.71701",".07","39.33","4949.83984","1354.06994","1445.5","1.07","","","","710.28997","381.57","2189.82",".35879","","","","50.38","5362.71","1.87","","11.01",".76","","","179.21","","","","","88.1"
"Sharp Corp.","SHCAY","1319.17199","-.01","1.81","4833.24023","7505.43994","11013.63964","1.47","",".05","","737.29998","52.25999","21918.26",".01655","","","-7.871","9.32","12318.38",".27","","9.34","3.41","","","1993.27","","","-81.48101","","33099.25"
"Shin-Etsu Chemical Co.","SHECY","2458.18603",".18","11.92","14","2830","13835","5.01","",".5","1.41","2996","2165","13016.13",".22631","41050.14062","9.91","6.64839","30.6","41050.14",".95","","16.7","1.99","3.15","16.84","1728.43","11.96","11.92","7.9583","18.58","58037.9"
"Shenandoah Telecommunications Co","SHEN","196.25999",".11","8.44","757.55999","137.58","172.88999","1.41","1.71",".16",".47","234.75","51.47999","611.99",".25999","927.99224","1.62","4.31319","40.2","1855.98",".69","","9.4","4.44","3.05","79.68","49.56","6.34","2.1","5.67189","3.84","136093.34"
"Shinhan Financial Group Co Ltd","SHG","2958.06811",".17","65.1","45425.23828","246724.20312","289055.8125","1.07","1.64","3.24","10.42","3582.98999","3358.84008","15373.8","1.03149","18029.04687",".65",".70092","50.35","18029.05","2.71","1.55","6.09",".58","1.21","3.65","474.2","8.39","3.29","3.2572","17.01","80133.9"
"SINOPEC Shangai Petrochemical Company, Ltd.","SHI","1144.04101",".07","44.23","0","1616.48999","2940.16992","1.93","","2.58","8.47","1406.33996","1171.25","13618.01","3.2569","6111.72021","15.64","9.99139","73.96","6111.72","7.35","","5.34","1.28",".42","6.68","108","22.03","22.03","14.571","6.33","29318.5"
"Seanergy Maritime Holdings Corp","SHIP","3.4","-.04",".75","182.58","34.45999","19.48999",".46","6.49","-.24","-.24","28.2","14.15999","74.83","0","","-2.17","-23.233","1.43","35.73","0","","10.17","1.25",".44","","38.22","-16.04","-2.64","-34.67901","-7.33","95046.15"
"Sears Holdings Corporation","SHLD","-477","-.02","-37.97","2249","4915","3812",".8","","-3.93","-9.74","-64","-442","16702","0","","-13.5","-7.1292","9.03","142.43","0","","","",".01","","108.31","","","-113.685","-8.46","968860.5"
